location,camera,direction,time,car_5min,motorbike_5min,bus_5min,truck_5min,total_vehicles_5min,hour,minute,time_slot,is_morning_peak,is_evening_peak
JehangirChowk,j2,DOWN,2026-09-10 09:45:00,48,80,11,13,152,9,45,09:45-50,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:50:00,66,93,14,18,191,9,50,09:50-55,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:55:00,59,90,12,16,177,9,55,09:55-00,1,0
JehangirChowk,j2,DOWN,2026-09-10 10:00:00,65,88,11,28,192,10,0,10:00-05,1,0
JehangirChowk,j2,DOWN,2026-09-10 10:05:00,53,95,14,15,177,10,5,10:05-10,1,0
JehangirChowk,j2,LEFT,2026-09-10 07:00:00,22,39,3,10,74,7,0,07:00-05,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:05:00,22,33,4,11,70,7,5,07:05-10,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:10:00,26,39,5,11,81,7,10,07:10-15,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:15:00,28,37,4,6,75,7,15,07:15-20,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:20:00,27,38,6,4,75,7,20,07:20-25,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:25:00,22,32,4,11,69,7,25,07:25-30,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:30:00,27,37,5,11,80,7,30,07:30-35,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:35:00,27,41,6,5,79,7,35,07:35-40,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:40:00,26,38,7,13,84,7,40,07:40-45,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:45:00,28,44,4,7,83,7,45,07:45-50,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:50:00,31,47,4,8,90,7,50,07:50-55,0,0
JehangirChowk,j2,LEFT,2026-09-10 07:55:00,27,45,7,6,85,7,55,07:55-00,0,0
JehangirChowk,j2,LEFT,2026-09-10 08:00:00,37,58,6,13,114,8,0,08:00-05,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:05:00,37,56,9,17,119,8,5,08:05-10,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:10:00,40,54,6,13,113,8,10,08:10-15,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:15:00,49,74,9,7,139,8,15,08:15-20,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:20:00,47,64,8,11,130,8,20,08:20-25,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:25:00,47,66,8,6,127,8,25,08:25-30,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:30:00,48,61,8,10,127,8,30,08:30-35,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:35:00,46,61,8,10,125,8,35,08:35-40,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:40:00,42,56,9,15,122,8,40,08:40-45,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:45:00,35,59,6,15,115,8,45,08:45-50,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:50:00,40,64,6,14,124,8,50,08:50-55,1,0
JehangirChowk,j2,LEFT,2026-09-10 08:55:00,37,52,7,19,115,8,55,08:55-00,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:00:00,42,60,9,16,127,9,0,09:00-05,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:05:00,39,65,8,20,132,9,5,09:05-10,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:10:00,45,66,8,18,137,9,10,09:10-15,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:15:00,41,65,11,17,134,9,15,09:15-20,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:20:00,46,74,9,19,148,9,20,09:20-25,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:25:00,36,53,7,17,113,9,25,09:25-30,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:30:00,46,67,7,16,136,9,30,09:30-35,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:35:00,41,62,9,19,131,9,35,09:35-40,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:40:00,39,57,10,16,122,9,40,09:40-45,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:45:00,43,60,10,11,124,9,45,09:45-50,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:50:00,45,64,10,4,123,9,50,09:50-55,1,0
JehangirChowk,j2,LEFT,2026-09-10 09:55:00,43,63,11,17,134,9,55,09:55-00,1,0
JehangirChowk,j2,LEFT,2026-09-10 10:00:00,48,69,7,5,129,10,0,10:00-05,1,0
JehangirChowk,j2,LEFT,2026-09-10 10:05:00,45,69,9,12,135,10,5,10:05-10,1,0
JehangirChowk,j2,RIGHT,2026-09-10 07:00:00,26,41,4,8,79,7,0,07:00-05,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:05:00,29,42,6,7,84,7,5,07:05-10,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:10:00,25,40,5,6,76,7,10,07:10-15,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:15:00,23,35,5,9,72,7,15,07:15-20,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:20:00,28,40,6,9,83,7,20,07:20-25,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:25:00,24,33,5,8,70,7,25,07:25-30,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:30:00,26,42,5,6,79,7,30,07:30-35,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:35:00,28,38,5,6,77,7,35,07:35-40,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:40:00,25,33,4,7,69,7,40,07:40-45,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:45:00,23,38,6,9,76,7,45,07:45-50,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:50:00,23,38,6,9,76,7,50,07:50-55,0,0
JehangirChowk,j2,RIGHT,2026-09-10 07:55:00,24,38,5,7,74,7,55,07:55-00,0,0
JehangirChowk,j2,RIGHT,2026-09-10 08:00:00,43,62,9,22,136,8,0,08:00-05,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:05:00,43,62,9,11,125,8,5,08:05-10,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:10:00,41,62,8,8,119,8,10,08:10-15,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:15:00,39,63,7,21,130,8,15,08:15-20,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:20:00,40,50,5,12,107,8,20,08:20-25,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:25:00,46,67,8,18,139,8,25,08:25-30,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:30:00,41,57,7,12,117,8,30,08:30-35,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:35:00,46,61,6,15,128,8,35,08:35-40,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:40:00,42,69,12,12,135,8,40,08:40-45,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:45:00,36,56,6,19,117,8,45,08:45-50,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:50:00,35,50,6,15,106,8,50,08:50-55,1,0
JehangirChowk,j2,RIGHT,2026-09-10 08:55:00,39,60,6,14,119,8,55,08:55-00,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:00:00,40,62,9,12,123,9,0,09:00-05,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:05:00,44,58,10,11,123,9,5,09:05-10,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:10:00,41,69,8,13,131,9,10,09:10-15,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:15:00,41,64,10,14,129,9,15,09:15-20,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:20:00,40,58,8,9,115,9,20,09:20-25,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:25:00,45,60,9,11,125,9,25,09:25-30,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:30:00,46,64,7,16,133,9,30,09:30-35,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:35:00,35,53,7,19,114,9,35,09:35-40,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:40:00,44,66,7,16,133,9,40,09:40-45,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:45:00,44,68,10,18,140,9,45,09:45-50,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:50:00,42,66,8,7,123,9,50,09:50-55,1,0
JehangirChowk,j2,RIGHT,2026-09-10 09:55:00,37,54,7,17,115,9,55,09:55-00,1,0
JehangirChowk,j2,RIGHT,2026-09-10 10:00:00,41,62,11,21,135,10,0,10:00-05,1,0
JehangirChowk,j2,RIGHT,2026-09-10 10:05:00,44,69,9,8,130,10,5,10:05-10,1,0
JehangirChowk,j3,UP,2026-09-10 07:00:00,35,55,5,11,106,7,0,07:00-05,0,0
JehangirChowk,j3,UP,2026-09-10 07:05:00,36,47,6,13,102,7,5,07:05-10,0,0
JehangirChowk,j3,UP,2026-09-10 07:10:00,36,51,8,13,108,7,10,07:10-15,0,0
JehangirChowk,j3,UP,2026-09-10 07:15:00,40,62,6,11,119,7,15,07:15-20,0,0
JehangirChowk,j3,UP,2026-09-10 07:20:00,39,63,9,9,120,7,20,07:20-25,0,0
JehangirChowk,j3,UP,2026-09-10 07:25:00,42,54,8,14,118,7,25,07:25-30,0,0
JehangirChowk,j3,UP,2026-09-10 07:30:00,40,59,6,8,113,7,30,07:30-35,0,0
JehangirChowk,j3,UP,2026-09-10 07:35:00,36,58,6,9,109,7,35,07:35-40,0,0
JehangirChowk,j3,UP,2026-09-10 07:40:00,40,60,6,7,113,7,40,07:40-45,0,0
JehangirChowk,j3,UP,2026-09-10 07:45:00,35,53,6,8,102,7,45,07:45-50,0,0
JehangirChowk,j3,UP,2026-09-10 07:50:00,33,50,6,18,107,7,50,07:50-55,0,0
JehangirChowk,j3,UP,2026-09-10 07:55:00,30,47,6,16,99,7,55,07:55-00,0,0
JehangirChowk,j3,UP,2026-09-10 08:00:00,61,84,10,18,173,8,0,08:00-05,1,0
JehangirChowk,j3,UP,2026-09-10 08:05:00,70,92,17,13,192,8,5,08:05-10,1,0
JehangirChowk,j3,UP,2026-09-10 08:10:00,63,93,15,3,174,8,10,08:10-15,1,0
JehangirChowk,j3,UP,2026-09-10 08:15:00,63,92,9,7,171,8,15,08:15-20,1,0
JehangirChowk,j3,UP,2026-09-10 08:20:00,67,94,14,8,183,8,20,08:20-25,1,0
JehangirChowk,j3,UP,2026-09-10 08:25:00,57,86,12,14,169,8,25,08:25-30,1,0
JehangirChowk,j3,UP,2026-09-10 08:30:00,61,86,14,14,175,8,30,08:30-35,1,0
JehangirChowk,j3,UP,2026-09-10 08:35:00,64,88,11,26,189,8,35,08:35-40,1,0
JehangirChowk,j3,UP,2026-09-10 08:40:00,60,100,9,18,187,8,40,08:40-45,1,0
JehangirChowk,j3,UP,2026-09-10 08:45:00,61,89,13,9,172,8,45,08:45-50,1,0
JehangirChowk,j3,UP,2026-09-10 08:50:00,48,77,11,23,159,8,50,08:50-55,1,0
JehangirChowk,j3,UP,2026-09-10 08:55:00,60,86,10,25,181,8,55,08:55-00,1,0
JehangirChowk,j3,UP,2026-09-10 09:00:00,60,84,12,18,174,9,0,09:00-05,1,0
JehangirChowk,j3,UP,2026-09-10 09:05:00,65,99,15,21,200,9,5,09:05-10,1,0
JehangirChowk,j3,UP,2026-09-10 09:10:00,61,95,10,16,182,9,10,09:10-15,1,0
JehangirChowk,j3,UP,2026-09-10 09:15:00,59,94,8,17,178,9,15,09:15-20,1,0
JehangirChowk,j3,UP,2026-09-10 09:20:00,57,94,13,20,184,9,20,09:20-25,1,0
JehangirChowk,j3,UP,2026-09-10 09:25:00,65,82,10,17,174,9,25,09:25-30,1,0
JehangirChowk,j3,UP,2026-09-10 09:30:00,63,83,9,16,171,9,30,09:30-35,1,0
JehangirChowk,j3,UP,2026-09-10 09:35:00,54,83,13,19,169,9,35,09:35-40,1,0
JehangirChowk,j3,UP,2026-09-10 09:40:00,53,91,12,22,178,9,40,09:40-45,1,0
JehangirChowk,j3,UP,2026-09-10 09:45:00,61,91,14,28,194,9,45,09:45-50,1,0
JehangirChowk,j3,UP,2026-09-10 09:50:00,74,102,13,7,196,9,50,09:50-55,1,0
JehangirChowk,j3,UP,2026-09-10 09:55:00,54,83,11,30,178,9,55,09:55-00,1,0
JehangirChowk,j3,UP,2026-09-10 10:00:00,65,85,9,17,176,10,0,10:00-05,1,0
JehangirChowk,j3,UP,2026-09-10 10:05:00,61,89,9,12,171,10,5,10:05-10,1,0
JehangirChowk,j3,DOWN,2026-09-10 07:00:00,34,57,8,15,114,7,0,07:00-05,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:05:00,38,53,8,10,109,7,5,07:05-10,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:10:00,42,58,6,8,114,7,10,07:10-15,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:15:00,41,54,8,13,116,7,15,07:15-20,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:20:00,29,46,5,15,95,7,20,07:20-25,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:25:00,42,57,9,15,123,7,25,07:25-30,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:30:00,36,51,7,5,99,7,30,07:30-35,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:35:00,34,48,7,12,101,7,35,07:35-40,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:40:00,40,50,9,10,109,7,40,07:40-45,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:45:00,31,51,7,14,103,7,45,07:45-50,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:50:00,38,54,8,2,102,7,50,07:50-55,0,0
JehangirChowk,j3,DOWN,2026-09-10 07:55:00,38,48,7,11,104,7,55,07:55-00,0,0
JehangirChowk,j3,DOWN,2026-09-10 08:00:00,61,85,13,5,164,8,0,08:00-05,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:05:00,58,87,11,34,190,8,5,08:05-10,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:10:00,61,94,13,13,181,8,10,08:10-15,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:15:00,59,89,13,17,178,8,15,08:15-20,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:20:00,61,96,11,22,190,8,20,08:20-25,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:25:00,58,92,15,19,184,8,25,08:25-30,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:30:00,60,83,12,9,164,8,30,08:30-35,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:35:00,61,80,13,20,174,8,35,08:35-40,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:40:00,59,83,12,25,179,8,40,08:40-45,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:45:00,56,88,13,16,173,8,45,08:45-50,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:50:00,62,90,9,15,176,8,50,08:50-55,1,0
JehangirChowk,j3,DOWN,2026-09-10 08:55:00,58,91,13,8,170,8,55,08:55-00,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:00:00,63,82,10,20,175,9,0,09:00-05,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:05:00,61,89,8,11,169,9,5,09:05-10,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:10:00,64,83,13,20,180,9,10,09:10-15,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:15:00,56,77,10,24,167,9,15,09:15-20,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:20:00,51,78,8,23,160,9,20,09:20-25,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:25:00,62,89,10,15,176,9,25,09:25-30,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:30:00,55,91,11,16,173,9,30,09:30-35,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:35:00,54,86,15,21,176,9,35,09:35-40,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:40:00,66,99,12,9,186,9,40,09:40-45,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:45:00,54,79,12,19,164,9,45,09:45-50,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:50:00,59,86,15,16,176,9,50,09:50-55,1,0
JehangirChowk,j3,DOWN,2026-09-10 09:55:00,65,85,16,15,181,9,55,09:55-00,1,0
JehangirChowk,j3,DOWN,2026-09-10 10:00:00,58,89,15,19,181,10,0,10:00-05,1,0
JehangirChowk,j3,DOWN,2026-09-10 10:05:00,60,85,8,22,175,10,5,10:05-10,1,0
JehangirChowk,j3,LEFT,2026-09-10 07:00:00,28,39,5,9,81,7,0,07:00-05,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:05:00,29,43,6,8,86,7,5,07:05-10,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:10:00,26,43,4,10,83,7,10,07:10-15,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:15:00,28,44,5,13,90,7,15,07:15-20,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:20:00,25,45,6,9,85,7,20,07:20-25,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:25:00,24,36,3,6,69,7,25,07:25-30,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:30:00,22,37,6,10,75,7,30,07:30-35,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:35:00,23,40,6,9,78,7,35,07:35-40,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:40:00,27,43,7,7,84,7,40,07:40-45,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:45:00,23,35,4,13,75,7,45,07:45-50,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:50:00,26,40,7,7,80,7,50,07:50-55,0,0
JehangirChowk,j3,LEFT,2026-09-10 07:55:00,24,36,4,13,77,7,55,07:55-00,0,0
JehangirChowk,j3,LEFT,2026-09-10 08:00:00,42,67,7,15,131,8,0,08:00-05,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:05:00,36,53,9,16,114,8,5,08:05-10,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:10:00,41,58,8,16,123,8,10,08:10-15,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:15:00,47,62,7,9,125,8,15,08:15-20,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:20:00,39,58,9,19,125,8,20,08:20-25,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:25:00,47,70,6,11,134,8,25,08:25-30,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:30:00,41,61,8,21,131,8,30,08:30-35,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:35:00,42,60,7,11,120,8,35,08:35-40,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:40:00,43,63,10,13,129,8,40,08:40-45,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:45:00,42,60,10,15,127,8,45,08:45-50,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:50:00,48,67,7,6,128,8,50,08:50-55,1,0
JehangirChowk,j3,LEFT,2026-09-10 08:55:00,42,67,9,10,128,8,55,08:55-00,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:00:00,43,57,6,14,120,9,0,09:00-05,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:05:00,43,54,7,14,118,9,5,09:05-10,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:10:00,46,74,7,14,141,9,10,09:10-15,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:15:00,44,70,10,17,141,9,15,09:15-20,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:20:00,46,60,7,18,131,9,20,09:20-25,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:25:00,37,56,7,19,119,9,25,09:25-30,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:30:00,41,65,7,16,129,9,30,09:30-35,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:35:00,43,62,6,15,126,9,35,09:35-40,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:40:00,46,59,8,13,126,9,40,09:40-45,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:45:00,48,67,10,7,132,9,45,09:45-50,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:50:00,49,69,9,16,143,9,50,09:50-55,1,0
JehangirChowk,j3,LEFT,2026-09-10 09:55:00,42,67,8,9,126,9,55,09:55-00,1,0
JehangirChowk,j3,LEFT,2026-09-10 10:00:00,48,62,10,10,130,10,0,10:00-05,1,0
JehangirChowk,j3,LEFT,2026-09-10 10:05:00,50,62,9,13,134,10,5,10:05-10,1,0
JehangirChowk,j3,RIGHT,2026-09-10 07:00:00,24,43,6,8,81,7,0,07:00-05,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:05:00,20,27,4,6,57,7,5,07:05-10,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:10:00,35,45,7,9,96,7,10,07:10-15,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:15:00,31,41,7,6,85,7,15,07:15-20,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:20:00,29,43,7,3,82,7,20,07:20-25,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:25:00,30,39,7,9,85,7,25,07:25-30,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:30:00,27,34,6,5,72,7,30,07:30-35,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:35:00,24,37,5,10,76,7,35,07:35-40,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:40:00,28,39,4,11,82,7,40,07:40-45,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:45:00,25,43,4,9,81,7,45,07:45-50,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:50:00,24,40,3,9,76,7,50,07:50-55,0,0
JehangirChowk,j3,RIGHT,2026-09-10 07:55:00,25,33,5,4,67,7,55,07:55-00,0,0
JehangirChowk,j3,RIGHT,2026-09-10 08:00:00,45,73,12,7,137,8,0,08:00-05,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:05:00,34,55,7,17,113,8,5,08:05-10,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:10:00,47,70,11,3,131,8,10,08:10-15,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:15:00,41,67,11,12,131,8,15,08:15-20,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:20:00,38,62,8,12,120,8,20,08:20-25,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:25:00,35,51,8,14,108,8,25,08:25-30,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:30:00,51,73,8,5,137,8,30,08:30-35,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:35:00,51,73,7,6,137,8,35,08:35-40,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:40:00,35,59,8,9,111,8,40,08:40-45,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:45:00,35,61,9,10,115,8,45,08:45-50,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:50:00,47,61,6,15,129,8,50,08:50-55,1,0
JehangirChowk,j3,RIGHT,2026-09-10 08:55:00,53,78,12,9,152,8,55,08:55-00,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:00:00,36,58,7,20,121,9,0,09:00-05,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:05:00,38,60,8,23,129,9,5,09:05-10,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:10:00,42,66,8,9,125,9,10,09:10-15,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:15:00,32,52,7,13,104,9,15,09:15-20,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:20:00,42,70,7,17,136,9,20,09:20-25,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:25:00,37,61,7,12,117,9,25,09:25-30,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:30:00,42,61,10,17,130,9,30,09:30-35,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:35:00,46,63,6,11,126,9,35,09:35-40,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:40:00,35,58,10,14,117,9,40,09:40-45,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:45:00,44,56,6,14,120,9,45,09:45-50,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:50:00,46,62,10,14,132,9,50,09:50-55,1,0
JehangirChowk,j3,RIGHT,2026-09-10 09:55:00,42,67,8,14,131,9,55,09:55-00,1,0
JehangirChowk,j3,RIGHT,2026-09-10 10:00:00,46,64,7,10,127,10,0,10:00-05,1,0
JehangirChowk,j3,RIGHT,2026-09-10 10:05:00,43,63,8,16,130,10,5,10:05-10,1,0
RTOChowk,r1,UP,2026-09-10 07:00:00,40,63,7,23,133,7,0,07:00-05,0,0
RTOChowk,r1,UP,2026-09-10 07:05:00,39,61,10,18,128,7,5,07:05-10,0,0
RTOChowk,r1,UP,2026-09-10 07:10:00,47,67,7,15,136,7,10,07:10-15,0,0
RTOChowk,r1,UP,2026-09-10 07:15:00,46,75,12,16,149,7,15,07:15-20,0,0
RTOChowk,r1,UP,2026-09-10 07:20:00,44,63,7,19,133,7,20,07:20-25,0,0
RTOChowk,r1,UP,2026-09-10 07:25:00,45,71,11,21,148,7,25,07:25-30,0,0
RTOChowk,r1,UP,2026-09-10 07:30:00,47,67,12,12,138,7,30,07:30-35,0,0
RTOChowk,r1,UP,2026-09-10 07:35:00,46,68,11,11,136,7,35,07:35-40,0,0
RTOChowk,r1,UP,2026-09-10 07:40:00,53,72,9,10,144,7,40,07:40-45,0,0
RTOChowk,r1,UP,2026-09-10 07:45:00,44,69,6,12,131,7,45,07:45-50,0,0
RTOChowk,r1,UP,2026-09-10 07:50:00,56,76,12,9,153,7,50,07:50-55,0,0
RTOChowk,r1,UP,2026-09-10 07:55:00,45,67,7,12,131,7,55,07:55-00,0,0
RTOChowk,r1,UP,2026-09-10 08:00:00,85,121,18,2,226,8,0,08:00-05,1,0
RTOChowk,r1,UP,2026-09-10 08:05:00,71,101,19,24,215,8,5,08:05-10,1,0
RTOChowk,r1,UP,2026-09-10 08:10:00,64,89,10,12,175,8,10,08:10-15,1,0
RTOChowk,r1,UP,2026-09-10 08:15:00,92,131,13,11,247,8,15,08:15-20,1,0
RTOChowk,r1,UP,2026-09-10 08:20:00,68,103,14,28,213,8,20,08:20-25,1,0
RTOChowk,r1,UP,2026-09-10 08:25:00,85,124,17,9,235,8,25,08:25-30,1,0
RTOChowk,r1,UP,2026-09-10 08:30:00,65,103,15,26,209,8,30,08:30-35,1,0
RTOChowk,r1,UP,2026-09-10 08:35:00,83,116,19,5,223,8,35,08:35-40,1,0
RTOChowk,r1,UP,2026-09-10 08:40:00,74,105,13,26,218,8,40,08:40-45,1,0
RTOChowk,r1,UP,2026-09-10 08:45:00,73,109,15,25,222,8,45,08:45-50,1,0
RTOChowk,r1,UP,2026-09-10 08:50:00,69,107,16,30,222,8,50,08:50-55,1,0
RTOChowk,r1,UP,2026-09-10 08:55:00,67,114,18,23,222,8,55,08:55-00,1,0
RTOChowk,r1,UP,2026-09-10 09:00:00,81,113,18,7,219,9,0,09:00-05,1,0
RTOChowk,r1,UP,2026-09-10 09:05:00,85,108,14,28,235,9,5,09:05-10,1,0
RTOChowk,r1,UP,2026-09-10 09:10:00,68,114,18,22,222,9,10,09:10-15,1,0
RTOChowk,r1,UP,2026-09-10 09:15:00,91,114,16,22,243,9,15,09:15-20,1,0
RTOChowk,r1,UP,2026-09-10 09:20:00,81,113,13,24,231,9,20,09:20-25,1,0
RTOChowk,r1,UP,2026-09-10 09:25:00,78,102,17,17,214,9,25,09:25-30,1,0
RTOChowk,r1,UP,2026-09-10 09:30:00,77,119,12,19,227,9,30,09:30-35,1,0
